count,transcriptConsumer,classification,category,labels,transcriptConsumer_en,label,score
56,"היי
לא יודעת מאיפה להתחיל, איך מתבצע כל התהליך מולכם? 
האם משהו שקרה לפני 20 שנה גם רלוונטי? 
אני פשוט עכשיו מבינה שמה שקרה אז מאוד משפיע על חיי היום. בתור אמא לשתי בנות. חיה בחרדות וחווה פלאשבקים מהעבר.
כן
היי אני בהחלט אכתוב יותר בהרחבה כאן, אני פשוט הייתי עם הבנות היום כל היום לבד",1.0,Emotional Assistance,1,"Hey
I don't know where to start, how is the whole process carried out in front of you?
Is something that happened 20 years ago also relevant?
I just now understand that what happened then greatly affects my life today. As a mother of two daughters. Lives in anxiety and experiences flashbacks from the past.
Yes
Hi I will definitely write more extensively here, I was just with the girls today all day by myself",not relevant,0.7055438756942749
45,"שלום
כן
כן אני אשמח לעזרה מול אחותי
אשמח שמישהו יתקשר אליי בשעות הערב
אני מתעניינת בטיפול
האם יש לכם מרכזי טיפול לנפגעות?
צפון
אזור כרמיאל
אוקי
יש לך שעות קבלה שלהם?
יש עוד מקום שאין שם זמן המתנה?
אוקי
תודה רבה!
אוקי תודה רבה!",3.0,Information,2,"Hello
Yes
Yes, I would appreciate help with my sister
I would love someone to call me in the evening
I am interested in treatment
Do you have treatment centers for victims?
north
Karmiel area
Ok
Do you have their reception hours?
Is there another place where there is no waiting time?
Ok
Thank you!
Ok thank you very much!",not relevant,0.8211488723754883
26,הי מרכז הסיוע ניסיתי להתקשר ויש מענה אוטמטי המנוי אינו מחובר לשירות זה האם יש תקלה בקו? אשמח לסיוע אני במצוקה וממש זקוקה לשוחח עם מישהי,0.0,not relevant,0,"Hi, the assistance center, I tried to call and there is an automatic answer. The subscriber is not connected to this service. Is there a problem with the line? I would appreciate your help, I'm in trouble and really need to talk to someone",not relevant,0.6604558229446411
109,"שבת שלום
כן
היי מה שלומך?
יהיה בסדר בעזרת ה
אני פונה אליכם כי עברתי בילדות ובבגרות הטרדות רבות...היום אני אמא לשלושה ילדים מתוקים אם חד הורית לאחרונה אני מרגישה מוצפת ריגשית וזה זורק אותי למקום ההוא שוב אני מנסה להעיף את המחשבות על זה אבל אף פעם לא דיברתי עם איש מקצוע על זה ואני תמיד מרגישה אשמה
אני גם לא יודעת אם תוכלו לעזור לי אני ממש לבד וקשה לי מאוד
כן גם אני
אבל אני לא יודעת מה אני יכולה להגיד
אני צריכה עזרה
אני נפגשת עם פסיכולוגית מטעם מקופת החולים אבל היא אמרה לי שהיא לא מטפלת בזה
אני גרה בשדרות
רחל 0536241697
תודה רבה
",1.0,Emotional Assistance,1,"Shabbat Shalom
Yes
Hi how are you?
will be fine with the help of
I'm turning to you because I went through a lot of harassment as a child and as an adult... Today I'm a mother of three sweet children, a single mother. Recently I feel emotionally overwhelmed and it throws me to that place again. Always feel guilty
I also don't know if you can help me, I'm really alone and it's very difficult for me
Yes me too
But I don't know what I can say
I need help
I meet with a psychologist on behalf of the health fund, but she told me that she doesn't deal with it
I live in Sderot
Rachel 0536241697
Thank you",not relevant,0.6122382283210754
240,"היי
כן
היי
אתם פה???
אני מרגישה לא טוב היום שוב פגעתי בעצמי אני נפגעת טראומה מינית מגיל קטן וגם בגיל מבוגר יותר
התחלתי טיפול במרכז לנפגעות והמטפלת שלי יצאה לשבועיים חופש והציעה לי להעזר בכם
זה סתם כמה חתכים לא עמוקים עכשיו קצת כואב לי כשעשיתי זה לא כאב
וכוייות
כווויות
כאב לי כל כך בפנים
ורק רציתי זה יעבור
נכון
זה לא דפוס חדש אבל היתה הפסקה מכובדת
גם לפני שבוע היה מקרה
המטפלת שלי ידעה מזה
תרגילי נשימה ספורט מקלחת מוזיקה
אני נעזרת רק במוזיקה
אבל גם לזה יש גבול עד כמה שיכול לעזור ולמנוע ממני לפגוע בעצמי
נכון...
וזה גם הגוף שלי למה כולם צריכים להתערב לי
במיוחד בעלי
אני לא פוגעת באף אחד
לא הייתי צריכה להתחתן ולא הייתי צריכה להביא ילדים
אם גם ככה אין לי מה לחפש פה יותר
כל שעה שעוברת מיותרת לגמרי
שמעת על דר ברנר?
מי זאת... לא משנה
היא פסיכיאטרית מומחית בפגיעות מניות היא אחת הטובות מלווה אותי כבר 5 שנים ניסיתי לשלוח לה מייל כדי שאולי היא תנסה להתקשר ולעזור לי אבל היא כל כך עמוסה היא גם מנהלת המרפאה ככה שאין סיכוי שהיא תחזור אלי
נשארתי לבד בעולם
בלי שלאף אחד יהיה איכפת
גם לא בקשר עם המשפחה שלי בנתק של שנים על גבי שנים ברמה כזאת שהם לא מכירים את הילדים שלי
הם חלק מהטראומה שלי
הם לא מעניינים אותי
אין לי יותר מה להגיד אני מקרה מורכב וקשה לכולם להתמודד איתי כולל מטפלות
תודה רבה.",5.0,High Risk,3,"Hey
Yes
Hey
are you here???
I feel bad today I hurt myself again I have been sexually traumatized from a young age and also at an older age
I started treatment at a center for victims and my therapist went for two weeks off and offered me to help you
It's just some shallow cuts now it hurts a little when I did it it didn't hurt
and burns
Burns
My face hurt so much
And I just wanted it to pass
Right
It's not a new pattern but there was a respectable break
There was also a case a week ago
My nanny knew about it
Breathing exercises, sports, shower, music
I only use music
But even this has a limit to how much it can help and prevent me from harming myself
Right...
And it's also my body why should everyone interfere with me
Especially my husband
I'm not hurting anyone
I wasn't tight I would get married and I wouldn't have to have children
If so, I have nothing to look for here anymore
Every hour that passes is completely unnecessary
Have you heard of Dr. Brenner?
Who it is... doesn't matter
She is a psychiatrist who specializes in stock injury. She is one of the best. She has been with me for 5 years. I tried to send her an email so that she might try to call and help me, but she is so busy, she is also the director of the clinic, so there is no way she will get back to me.
I was left alone in the world
Without anyone caring
Not even in contact with my family after being disconnected for years and years at such a level that they don't know my children
They are part of my trauma
They don't interest me
I have nothing more to say. I am a complex case and it is difficult for everyone to deal with me, including nannies
Thank you.",Emotional Assistance,0.6198465824127197
1,היי,0.0,not relevant,0,Hey,not relevant,0.8911800980567932
7,"مرحبا
כן
אם אפשרות מסטלפון לדוברי ערבית",0.0,not relevant,0,"hello
Yes
If possible, a phone number for Arabic speakers",not relevant,0.829417884349823
2,"שלום!
כן",0.0,not relevant,0,"Hello!
Yes",not relevant,0.8828861117362976
106,"אהלן שבת שלום
קולגה שקרא לי
נקבה היסטרית
זה נחשב להערה משפילה ומוגדרת הטרדה  מינית ?
אציין שאני בן 34 סטרייט
המטרידה הפוטנצירלית בת 54
כן
ליאת היי
קולגה שקרא לי
נקבה היסטרית
זה נחשב להערה משפילה ומוגדרת הטרדה  מינית ?
אציין שאני בן 34 סטרייט
המטרידה הפוטנצירלית בת 54

אמירות מבזות ומשפילות בעלות אופי מיני זה לא זה אז ?
מה כן היה נחשב אז אפשר דוגמא שאבין בבקשה
טוב ליאת תודה רבה

הרגשתי קצת מושפל 
לא אגיש נגדה תלונה
אך בכל זאת רציתי ללמוד
היא תקפה אותי באופן אישי הרגשתי
תודה על ההקשבה והתמיכה שלכם
כל הכבוד שיש כזה שירות


ערב טוב
ביי בייי",1.0,Emotional Assistance,1,"Hello Shabbat Shalom
A colleague called me
Hysterical female
Is this considered a humiliating comment and defined as sexual harassment?
I will mention that I am 34 years old straight
The potential harasser is 54 years old
Yes
Liat Hi
A colleague called me
Hysterical female
Is this considered a humiliating comment and defined as sexual harassment?
I will mention that I am 34 years old straight
The potential harasser is 54 years old

Derogatory and humiliating statements of a sexual nature isn't it then?
What would be considered, so can you give me an example so I can understand, please?
Good Liat, thank you very much

I felt a little humiliated
I will not file a complaint against her
But I still wanted to learn
She attacked me personally I felt
Thank you for your listening and support
Well done to have such a service


good evening
bye Bye",not relevant,0.5245115160942078
3,"היי
כן
היי",0.0,not relevant,0,"Hey
Yes
Hey",not relevant,0.8736668825149536
5,"שלום וברכה.
אשמח לקבל ייעוץ",0.0,not relevant,0,"Greetings.
I would be happy to receive advice",not relevant,0.7588363289833069
9,"בוקר טוב, האם הגעתי לצ׳אט של מרכז סיוע?
כן",0.0,not relevant,0,"Good morning, did I get to the help center chat?
Yes",not relevant,0.7017878293991089
38,"היי,זאת שאלה שמעניינת אותי.
איך אפשר לדעת עם מוכנים לפעם הראשונה? איך יודעים אם מוכנים לשכב? 
כי אפשר נגיד לחשוב שאת מוכנה ולרצות את זה ואז לשכב ולגלות אחרי שאת לא מוכנה וזה סתם היה נראה לך.
כן",0.0,not relevant,0,"Hi, this is a question that interests me.
How can you tell when people are ready for the first time? How do you know if you are ready to sleep?
Because you can say you think you're ready and want it and then lie down and find out later that you're not ready and it just seemed to you.
Yes",not relevant,0.7235938906669617
994,"היי
אני יכולה לשלוח לך משהו ששלחתי לאמא שלי אבל זה קצת ארוך
אלק את קוראת לעצמך אמא איחססססס 
את רחוקה  אלפי שנות אור מלהיות אמא 
אלק אמא שדואגת מהבת שלה ואכפת לה 
את אפילו לא התקשר  פעם אחת  לשאול איך אני מרגישה אחרי שקיבלתי מכה 
אני מבקשת ממך בכל לשון של בקשה לא לפנות אלי יותר לא מעונינת בשום קשר איתך 
שיהיה לך בהצלחה
אני מתביישת שיש לי אמא כמוך אני מתביישת אפילו להגיד את השם הזה אמא 
אני מעדיפה להגיד שאין לי אמא מאשר לשחק אותה  שיש לי אמא 
כי אף פעם באמת לא היית שם בשבילי לא משנה מה קרה לי
אני מוחקת אותך מחיי ומכל מקום אפשרי 
אני לא מועניינת  בשום קשר איתך לא עכשיו ולא בעתיד 
ואני לא מצטערת על שום דבר שיוצא לי מהפה 
פה עכשיו אני נתתי את החותמת הסופית שאת לא אמא בעני 
שתיהיה בריאה תישארי בפינה שלך ועם המשפחה היפה שלך 
 ואני בפינה שלי הכי טוב 
רחוק מעיין רחוק מהלב
הלוואי ורק היה לך חלק קטן מהלב והאכפתיות והדאגה ועוד.... של אבא 
את לא תגיעי בחיים לרבע שלו 
אבא שלי זה החמצן שלי זה החיים שלי זה הלב שלי זה הנשמה שלי זה האור שלי 
ואת כלום ושום דבר 
אפילו אין לי רחמים עליך ולא כלום 
יותר מזה גם עם יקרה לך משהו זה לא יעניין אותי ולא כזה היה אכפת לי 
ואני מבטיחה לך שאני לא יצטער על כלום
רק שתידעי שיש לי עוד הרבה דברים להגיד לך אבל אני ישמור את זה לעצמי 
חבל על מה שאני ירשום כי גם ככה זה לא יעזור וזה לא ישנה כלום אני בשלי ואף אחד לא יכול להזיז אותי מזה ואני גם לא ישנה את הדעה שלי אליך 
אני שונאת אותך 
ותמיד שנאתי אותך ואני ימשיך לשנוא אותך עד יום האחרון שלי או שלך 
  אף פעם לא אהבתי אותך אף פעם  גם לא יואהב אותך אפילו לא בתור  הבת שלך גם לא בתור חברה
ואפילו גם לא בתור בן אדם זר 
ואני מבקשת שגם עם יקרה לך משהו אני לא רוצה לשמוע כלום ושלא לא יודיעו לי כלום כי זה לא מעניין אותי 
אני אפילו לא יכולה לשמוע את השם הזה אמא שאומרים לי אמא יש לי עצבים בכל הגוף וזה עושה לי רע 
תביני עד כמה שאפילו שאני כותבת את השם שלך זה עושה לי רעעעעעע בא לי להקיא מהשם הזה 
לכי לבן שלך ולאחותך הם שם בשבילך הם יעזרו לך 
את הפרצוף שלי את כבר לא תיראי לעולם 
את אפילו יכולה למחוק אותי מהת.ז שלך כי אין לך בת יותר 
זה לא יעזור לך מה שתעשי  לנסות לדבר איתי או משהו כי אני לא מעוניינת 
ושלא תעיזי לבוא אלי בשום אופן כי את לא תיכנסי לפה 
וחבל שזה יהיה מצב לא נעיים בשבילך 
תשארי עם הכסף שלך והירושה שלך ותיחנקי איתו אני לא צריכה את זה 
אני ברוך השם מסודרת ואני במקום טוב ושקט ובריא 
ובעזרת השם עוד מעט יהיה ילד ויצאו לכולכם העניים עלי 
כי אתם לא יכולים לקבל את זה שאני במקום אחר  ובמקום שטוב לי 
כי הייתם רגילים לראות אותי כל החיים למטה ותמיד משכתם אותי לשם 
ועכשיו שאני במקום אחר קשה לכם 
וואלה תאמיני לי הייתי צריכה לצאת לפני הרבה שניים מהבית הזה לברוח ממך כמה שיותר מהר 
אבל לא נורא עדיף מאוחר מאשר אף פעם 
אבל לא נורא אני לא בוכה על חלב שנשפך
ואפילו גם לא בתור בן אדם זר 
ואני מבקשת שגם עם יקרה לך משהו אני לא רוצה לשמוע כלום ושלא לא יודיעו לי כלום כי זה לא מעניין אותי 
אני אפילו לא יכולה לשמוע את השם הזה אמא שאומרים לי אמא יש לי עצבים בכל הגוף וזה עושה לי רע 
תביני עד כמה שאפילו שאני כותבת את השם שלך זה עושה לי רעעעעעע בא לי להקיא מהשם הזה 
לכי לבן שלך ולאחותך הם שם בשבילך הם יעזרו לך 
את הפרצוף שלי את כבר לא תיראי לעולם 
את אפילו יכולה למחוק אותי מהת.ז שלך כי אין לך בת יותר 
זה לא יעזור לך מה שתעשי  לנסות לדבר איתי או משהו כי אני לא מעוניינת 
ושלא תעיזי לבוא אלי בשום אופן כי את לא תיכנסי לפה 
וחבל שזה יהיה מצב לא נעיים בשבילך 
תשארי עם הכסף שלך והירושה שלך ותיחנקי איתו אני לא צריכה את זה 
אני ברוך השם מסודרת ואני במקום טוב ושקט ובריא 
ובעזרת השם עוד מעט יהיה ילד ויצאו לכולכם העניים עלי 
כי אתם לא יכולים לקבל את זה שאני במקום אחר  ובמקום שטוב לי 
כי הייתם רגילים לראות אותי כל החיים למטה ותמיד משכתם אותי לשם 
ועכשיו שאני במקום אחר קשה לכם 
וואלה תאמיני לי הייתי צריכה לצאת לפני הרבה שניים מהבית הזה לברוח ממך כמה שיותר מהר 
אבל לא נורא עדיף מאוחר מאשר אף פעם 
אבל לא נורא אני לא בוכה על חלב שנשפך
אני יודעת שאת יושבת ובוכה ומגשדרת על החיים שלך אבל לי זה לא כזה אכפת וגם לא מעניין וגם עם תרגישי לא טוב בגלל ההודעות האלה זה לא כזה מעניין אותי 
זהו פה אני מסיימת את ההודעות והקשר הזה עם המשפחה הזאת מי שאני נשארת איתו בקשר זה נטו אבא שלי והאחיניים שלי אלעד הודיה ואודליה השאר לא מענינים אותי ולא כזה אכפת לי מהשאר 
אז בייי
את יודעת רק שמאבדים מעריכים לא משנה מי זה
הכל בסדר
ברור
זהו לא רוצה שום קשר איתה
אני שבוע שעבר נפלתי פתחתי את הראש והעיין  הייתי בפוסט טראומה 
ורק אתמול יצאתי מזה קצת 
עדין יש לי בלבול ולא זוכרת דברים
והיא אפילו עד היום טלפון או ההודעה לא שלחה אז הייתי חייבת להגיד את כל זה
לא יודעת לא מעניין ממש
אני לא יודעת עם זה קשור יש לי כאבים בחזה בצד ימין למוות
הייתי בבית חולים ואז בבית שלי
אני לא גרה איתה
אני גרה בדרום והיא בצפון
כן כי שבוע שעבר נפלתי ורק אחרי כמה ימים קיבלתי את הטראומה
הייתה חברה ועכשיו אני שוב לבד כמו תמיד
אני כל החיים שלי לבד זה בסדר
לא אכפת לי גם
אני גם החודש הולכת לאכול חרא
אבל לא מעניין אותי ממש
סליחה על המשפט על הזין שלי מיצידי שאני יוכל חרא לא כזה מעניין אותי
אני לא עוברת דבר ויוצאת ממנו ומשהו חדש מתחיל
דייי זהו אין לי כוחות יותר",1.0,Emotional Assistance,1,"Hey
I can send you something I sent my mother but it is a bit long
Alec, you call yourself a mother
You are thousands of light years away from being a mother
Alec is a mother who cares for her daughter and cares about her
You didn't even call once to ask how I was feeling after I got hit
I ask you in every language of request not to contact me anymore, I am not interested in anything to do with you
Good luck
I'm ashamed to have a mother like you, I'm ashamed to even say that name mother
I'd rather say I don't have a mother than pretend that I do
Because you were never really there for me no matter what happened to me
I delete you from my life and from every possible place
I am not interested in anything to do with you now or in the future
And I'm not sorry For nothing that comes out of my mouth
Here now I have given the final stamp that you are not a poor mother
Be healthy, stay in your corner and with your beautiful family
 And I'm in my corner the best
Far from a spring, far from the heart
I wish you only had a small part of the heart and care and concern and more... of a father
You will never reach a quarter of it alive
My father is my oxygen, this is my life, this is my heart, this is my soul, this is my light
And nothing and nothing
I don't even feel sorry for you or anything
More than that, even if something happens to you, it won't interest me and I wouldn't care
And I promise you I won't regret anything
Just know that I have many more things to tell you but I will keep it to myself
It's a shame about what I'm going to write down because it's not anyway It will help and it won't change anything. I'm on my own and no one can move me from that and I won't change my opinion of you either
I hate you
And I have always hated you and I will continue to hate you until my last day or yours
  I have never loved you and will never love you not even as your daughter nor as a friend
And not even as a foreigner
And I ask that even if something happens to you, I don't want to hear anything and that they don't tell me anything because it doesn't interest me
I can't even hear that name mom they call me mom I have nerves all over my body and it makes me sick
Understand how much even writing your name makes me want to throw up from this name
Go your son and your sister are there for the path They will help you
You will never see my face again
You can even delete me from your phone because you don't have a daughter anymore
It won't help you no matter what you do trying to talk to me or something because I'm not interested
And don't you dare come to me in any way because you won't get in here
And it's a shame that it will be an unpleasant situation for you
Stay with your money and your inheritance and suffocate with it, I don't need it
Thank God I'm organized and I'm in a good, quiet and healthy place
And with God's help, there will be a child soon and all of you who are poor on me will come out
Because you cannot accept that I am in another place and in a place that is good for me
Because you were used to seeing me down there all your life and you always pulled me there
And now that I'm somewhere else it's hard for you
Well believe me I was I need to get out of this house a long time ago and run away from you as soon as possible
But never mind, better late than never
But it's okay, I don't cry over spilled milk
And not even as a foreigner
And I ask that even if something happens to you, I don't want to hear anything and that they don't tell me anything because it doesn't interest me
I can't even hear that name mom they call me mom I have nerves all over my body and it makes me sick
Understand how much even writing your name makes me want to throw up from this name
Go to your son and your sister they are there for you they will help you
You will never see my face again
You can even delete me from your phone because you don't have a daughter anymore
It won't help you no matter what you do Try to talk to me or something because I'm not interested
And don't you dare come to me in any way because you won't get in here
And it's a shame that it will be an unpleasant situation for you
Stay with your money and your inheritance and suffocate with it, I don't need it
Thank God I'm organized and I'm in a good, quiet and healthy place
And with God's help, there will be a child soon and all of you who are poor on me will come out
Because you cannot accept that I am in another place and in a place that is good for me
Because you were used to seeing me down there all your life and you always pulled me there
And now that I'm somewhere else it's hard for you
Well, believe me, I should have left this house a long time ago and run away from you as quickly as possible
But never mind, better late than never
But it's okay, I don't cry over milk spilled
I know you sit and cry and complain about your life, but I don't care that much, and it's not interesting, and even if you feel bad because of these messages, it's not that interesting to me
This is where I end the messages and this relationship with this family. The only one I stay in touch with is my father and my nephews Elad Hodia and Odelia. The rest don't interest me and I don't really care about the rest.
So bye
You only know that losers appreciate no matter who it is
Everything is fine
Obviously
He wants nothing to do with her
Last week I fell, I opened my head and I was in post-traumatic stress disorder
And just yesterday I got out of it a little bit
I still have confusion and can't remember things
And she hasn't even called or sent a message to this day, so I had to say everything It
I don't know, not really interested
I don't know if it has anything to do with it. I have chest pains on the right side to death
I was in hospital and then at my house
I don't live with her
I live in the south and she in the north
Yes, because last week I fell and only after a few days did I get the trauma
There was a friend and now I'm alone again as always
I've been alone all my life, that's fine
I don't care either
I'm also going to eat shit this month
But I don't really care
Sorry for the sentence about my dick on my part I can shit I'm not that interested
I don't go through anything and come out of it and something new begins
That's enough, I have no more strength",,
360,"היי
אני לא יודעת כל כך מה אומרים ואיך מתחילים
מטפלת אחת הכירה לי אתכם והבטחתי לנסות לפני שאעשה עוד שטות
היי ענת
אני באשפוז ממוקד בלב השרון כבר שבוע וחצי והיום קרה מקרה קיצון ואני מרגישה ממש רע עם עצמי ושלא מגיעה לי עזרה
התבטל לי טיפול וחברה שאמרה שתבוא לא באה והייתי המון שעות לבד ופתאום הרגשתי התקף כזה של כלום לא שווה ושאני לא שווה כלום ושלא באלי כלום ורק רציתי למות, ממש רצון אמיתי ועמוק לסיים עם הכל, נבהלתי, התחלתי לבכות בהיסטריה רצינית, לא הצלחתי לקום לבקש עזרה ורציתי לתלות את עצמי ולא מצאתי איפה אז לקחתי את הגומייה ואז איכשהו נכנסתי לפלאשבק וחנקתי את עצמי והתנתקתי לגמרי עד שהמטפלת שהיה אמור להיות לי איתה הקדימה ומצאה אותי מנותקת עם הגומייה על הצוואר ולאט לאט הוציאה אותי מזה..
זה מה שקרה
והתלבטו אם להשאיר אותי פה או לא.. אמרתי שאני רוצה להישאר כדי לסגור את התהליך אבל לא יודעת אם זה נכון..
כן.. וזה היה מפחיד
כי יש לי חיים בחוץ
והבדידות פה הורגת אותי
אני לא באמת רוצה למות, יש לי חיים די מלאים בחוץ והרבה מוקדי כח וההתקפים האלה מפחידים
ואז הניתוק
והפלאשבק
חייתי שוב את הסיטואציה עד איפה שהמוח שלי זוכר אותה
כן אני רוצה
בגלל זה אמרתי שאני רוצה להישאר
למרות שנראלי שהמצה החמיר עד עכשיו
אבל אולי עכשיו שהגעתי לקיצון דברים מתחילים להירגע..
אני מקווה בכל אופן
הלוואי שהייתי טובה לעצמי באמת..
אחרי כל הניסיונות האובדניים והפרעת אכילה קשה אני עושה מלא זעזוע לגוף
כן בדיוק.. בגלל זה התחילה לי הפגיעה העצמית, כדי להעביר את הכאב הנפשי לכאב פיזי
אבל מעבר להקאות לא פגעתי בעצמי, עד היום לפחות, כבר מלא זמן..
אני לא יודעת אבל כמה זמן הייתי ככה עד שהיא באה
הפסיכיאטרית חשבה לשחרר אותי..
כן
הרגשתי שהוא פה בחדר
הדבר הראשון ששאלתי כשחזרתי זה אם הוא עוד פה
כן.. בחיים לא היה ככה
לא מרגישה אמיצה..
מרגישה כמו אדם רע, למרות שלא עשיתי את זה בכוונה אבל ממש הצלחתי פה את כולם
ואולי לא יסכימו לקבל אותי פעם הבאה לפה
ואולי הרסתי הכל
כן היא התלבטה בעצמה ושאלה אותי
ולא יודעת אם לקחתי החלטה נכונה
התחייבתי לפנות לצוות לבקש עזרה..
כן.. אולי אחרי שהגעתי לקיצון המצב יירגע קצת..
תודה",1.0,Emotional Assistance,1,"Hey
I don't really know what they say and how to start
One therapist introduced you to me and I promised to try before I do any more nonsense
Hi Anat
I have been hospitalized in the heart of Sharon for a week and a half and today an extreme case happened and I feel really bad about myself and that I don't deserve help
My treatment was canceled and a friend who said she would come didn't come and I was alone for many hours and suddenly I felt such an attack of not being worth anything and that I was not worth anything and that I didn't care about anything and I just wanted to die, a real and deep desire to end everything, I got scared, I started crying in serious hysterics, I couldn't get up to ask Help and I wanted to hang myself and I couldn't find where so I took the rubber band and then somehow I went into a flashback and strangled myself and completely disconnected until the therapist who was supposed to To be with her came forward and found me disconnected with the rubber band around my neck and slowly took me out of it..
That is what happened
And they debated whether to keep me here or not.. I said I wanted to stay to close the process but I don't know if that's true..
Yes.. and it was scary
Because I have a life outside
And the loneliness here is killing me
I don't really want to die, I have a pretty full life outside and a lot of power centers and these attacks are scary
And then the disconnection
And the flashback
I relived the situation as far as my mind remembers it
Yes, I want
That's why I said I wanted to stay
Although it seems that the matzah has gotten worse by now
But maybe now that I've reached the extreme, things are starting to calm down..
I hope anyway
I wish I was really good to myself..
A Despite all the suicidal attempts and a severe eating disorder, I am doing a lot of shock to my body
Yes exactly.. That's why I started self-harming, to transfer the mental pain to physical pain
But other than vomiting, I haven't hurt myself, at least until today, for a long time.
I don't know how long I was like that until she came
The psychiatrist thought of releasing me..
Yes
I felt he was here in the room
The first thing I asked when I got back was if he was still here
Yes.. it was never like this
Not feeling brave..
I feel like a bad person, even though I didn't do it on purpose but I really succeeded everyone here
And maybe they won't accept me next time here
And maybe I ruined everything
Yes, she was debating herself and asked me
And I don't know if I made the right decision
I undertook to contact T And ask for help..
Yes.. Maybe after I reached the extreme the situation will calm down a bit..
Thanks",,
28,"ערב טוב
צריך עזרה
מרגיש תחושות קשות
עצבות ואכזבה עצמית
כואב לי בגוף ויש רצון לעשות דברים לא טובים
נכון
אין לי דרך
הסבל הנפשי הזה בלתי אפשרי",1.0,Emotional Assistance,1,"good evening
Need Help
feeling hard feelings
Sadness and self-disappointment
My body hurts and I have a desire to do bad things
Right
I have no way
This mental suffering is impossible",not relevant,0.7324784398078918
52,"שלום
אני פונה אליכם בקשר לסיפור מאוד מטריד שקרה לאחותי לאחרונה, הסיפור יותר נשמע כמו ציידי מין, אומנם במקרה שלה זה לא הגיע עד לכדי פגיעה פיזית אבל בהחלט סיפור מטריד, אשמח לדעת האם אתם הכתובת הנכונה, או שתוכלו להפנות אותי לגורם המתאים בכדי לפתור את המקרה החריג והמוזר שקרה לה
תודה",0.0,not relevant,0,"Hello
I am contacting you regarding a very disturbing story that happened to my sister recently, the story sounds more like sex predators, although in her case it did not reach the point of physical harm, but it is definitely a disturbing story, I would like to know if you are the correct address, or if you can refer me to the appropriate party to solve the case The unusual and strange thing that happened to her
Thanks",not relevant,0.6963226199150085
1,לא,0.0,not relevant,0,No,not relevant,0.8489004969596863
1,הי,0.0,not relevant,0,Hi,not relevant,0.8923746347427368
45,"??
היי
השיחה שלנו דיסקרטית לחלוטין?
אני צריך עצה מה לעשות שיש חשד ולא יודע למי לפנות
מה עושים שיש חשד?
איך מתקדמים עם זה
שאתה לא בטוח שזה קיים וסביר להניח שאתה טועה
אבל עדיין יש לך חשד
יבלך למי להפנות אותי?
יש לך*",1.0,Emotional Assistance,1,"??
Hey
Is our conversation completely discreet?
I need advice on what to do if there is a suspicion and I don't know who to contact
What do you do if there is a suspicion?
How do you go about it?
that you are not sure it exists and you are most likely wrong
But you still have a suspicion
Yavlak, who should I refer to?
You have*",not relevant,0.8209682106971741
92,"שלום אפשר להתייעץ?
יש לי חברה שעברה תקיפה מינית, בעקבות כך היא נמצאת במצב נפשי מאוד מעורער ורגיש
אינה מעוניינת לפנות דרך הקופה לקבל עזרה כדי שלא יהיה תיעוד לכך
גרה באיזור אשקלון
האם ניתן לסייע לה?
האם ניתנת גם עזרה מקצועית ע״י פסיכולוגית?
מניחה שהיא תצטרך עזרה בטווח ארוך
אילו אמצעים עומדים לרשותה?
אשמח אם תוכלי להפנות אותי למישהי באיזור אשקלון
זה הרבה זמן
אשמח, תודה רבה על העזרה
סיון 054-2868550
אוקיי, במקביל אשמח אם ימליצו לי על מטפלת מומחית לתחום זה גם באופן פרטי
תודה רבה רבה על המענה והעזרה",3.0,Information,2,"Hello, can I have a consultation?
I have a friend who was sexually assaulted, as a result of which she is in a very unstable and sensitive state of mind
She does not wish to apply through the cash register to receive help so that there is no documentation for this
Lives in the Ashkelon area
Can she be helped?
Is professional help also provided by a psychologist?
Guess she'll need help in the long run
What measures are available to her?
I would appreciate it if you could direct me to someone in the Ashkelon area
It's a lot of time
I would love to, thank you very much for the help
Sivan 054-2868550
Okay, at the same time I would be happy if they would recommend me a specialist therapist in this field also privately
Thank you very much for the answer and help",Emotional Assistance,0.5456900596618652
91,"היי
אני מתחיל להרגיש טוב
ואמת שזה מפריע לי
עברתי הרבה חרא
לא ידוע
אני ידוע
אני מתחיל להרגיש טוב
אחרי הרבה סבל
לא ידוע
באמת יכול להרגיש טוב
קצת אפילו
שאלה
באמת עברתי המון רוע אנושי
אני מתחיל לחשוב שהיה בסדר
עברתי זוועה
ונראה שאני קם
מצליח בלימודים
בחיי חברה
לא ידוע 
מרגיש מוזר שטוב
קשוח
העיקר שאני מרגיש טוב
יותר ויותר
לעשות טוב לי
זה הכי חשוב
להגשים את חלומות שלי
למרות העבר
כמו לשרוד את תואר
או סליחה
להצליח בו
אני כבר מתחיל להרגיש
טוב
עשית טעיות
בעבר",1.0,Emotional Assistance,1,"Hey
I'm starting to feel good
And it really bothers me
I've been through a lot of shit
Unknown
i am known
I'm starting to feel good
After much suffering
Unknown
Can really feel good
A little even
a question
I really went through a lot of human evil
I'm starting to think it was okay
I went through a horror
And it seems I got up
succeeds in studies
in my social life
Unknown
Feels weird and good
tough
The main thing is that I feel good
more and more
do me good
this is the most important
fulfill my dreams
Despite the past
Like surviving a degree
or sorry
succeed in it
I'm already starting to feel it
Good
You made mistakes
in the past",Emotional Assistance,0.6781625747680664
